location,sample date,Oxygen saturation,Dissolved silicates,Benzo(k)fluoranthene,Hexachlorobenzene,PAHs,Benzo(b)fluoranthene,beta-Hexaxchlorocyclohexane,Chlorodinine,Methoxychlor,Carbonates,Chemical Oxygen Demand (Mn),Anthracene,Boron,Cyanides,Chromium,Metolachlor,Endosulfan (alpha),Inorganic nitrogen,Pyrene,Heptachloroepoxide,Biochemical Oxygen,Berilium,"p,p-DDE",Sodium,AOX,Total organic carbon,Nitrates,PCB 118,"Benzo(g,h,i)perylene",Acenaphthylene,Total dissolved salts,Orthophosphate-phosphorus,Calcium,Macrozoobenthos,Benzo(a)anthracene,Total extractable matter,Nickel,Alachlor,Pentachlorobenzene,Dieldrin,Methylosmoline,Barium,Chemical Oxygen Demand (Cr),Benzo(a)pyrene,Phenanthrene,PCB 180,Anionic active surfactants,Chrysene,Mercury,gamma-Hexachlorocyclohexane,Manganese,PCB 101,Dissolved organic carbon,Cadmium,Trifluralin,Endrin,Sulfides,Nitrites,Sulphates,Selenium,Simazine,Total phosphorus,Endosulfan (beta),"1,2,4-Trichlorobenzene",Arsenic,Iron,alpha-Hexachlorocyclohexane,Silica (SiO2),Total dissolved phosphorus,Fecal coliforms,PCB 153,Fluorene,PCB 138,Heptachlor,Copper,Tetrachloromethane,PCB 52,Magnesium,Bicarbonates,Total hardness,Zinc,"p,p-DDT",Dissolved oxygen,"Indeno(1,2,3-c,d)pyrene",Fluoranthene,Fecal streptococci ,Ammonium,Aldrin,Isodrin,"p,p-DDD",Chlorides,Acenaphthene,Atrazine,AGOC-3A,PCB 28,Potassium,"1,2,3-Trichlorobenzene",Lead,Cesium,Total nitrogen,Aluminium,Organic nitrogen,Water temperature,Petroleum hydrocarbons,Naphthalene,Total coliforms
Kohsoom,21-Jul-07,95.9,,,,,,0.005,,,,6.4,,,,17.16,0.005,0.015,,,0.005,4.7,,0.008,27.6,,,2.02,,,,369,0.09,73.6,,,,8.585,0.035,,0.005,,,13.9,,,,,,,0.006,0.02,,,0.669,,0.005,,0.033,92.6,,0.06,0.21,0.043,,,1.735,0.005,9.148,,2.8,,,,0.005,4.104,,,19.2,207.4,118.7,56,0.024,7.54,,,0.023,0.88,0.009,,0.033,46.1,,0.06,,,3.8,,1.758,,,,,26.9,,,16
Kohsoom,25-Aug-07,91.9,,,,,,0.005,,,,6.9,,,,2.342,0.005,0.006,,,0.005,5.1,,0.005,21.6,,,1.5,,,,375,0.1,75.2,,,,6.789,0.11,,0.005,,,16.4,,,,0.053,,0.025,0.01,0.02,,,0.218,,0.005,,0.039,102.7,,0.06,0.33,0.019,,,0.247,0.005,10.21,,,,,,0.005,15.72,,,24.3,225.7,125.4,44,0.017,7.9,,,,1.29,0.015,,0.012,35.5,,0.06,,,2.9,,8.883,,4.82,,,26.7,4.705,,
Kohsoom,23-Sep-07,80.6,,,,,,0.005,,,,9.8,,,,4.605,0.005,0.01,,,0.005,7.4,,0.005,12.8,,,1.114,,,,331,0.08,73.6,,,,34.75,0.051,,0.005,,,19.7,,,,0.046,,,0.015,0.02,,,1.072,,0.005,,0.045,101.7,,0.06,0.31,0.021,,,3.2,0.006,5.36,,,,,,0.005,35.105,,,19.4,207.4,118.7,160,0.014,8.98,,,,0.945,0.019,,0.01,21.3,,0.06,,,1.7,,2.029,,,,,10.5,,,
Kohsoom,27-Oct-07,90.9,,,,,,0.005,,,,7.8,,,,18.2,0.005,0.005,,,0.005,5.9,,0.005,35.6,,,1.7,,,,471,0.1,99.2,,,,18.77,0.07,,0.005,,,16.9,,,,0.059,,,0.005,0.06,,,0.37,,0.005,,0.036,112.8,,0.06,0.24,0.006,,,3.87,0.005,9.04,,,,,,0.005,27.83,,,26,298.9,159.6,48,0.024,10.25,,,,1.68,0.005,,0.011,60.4,,0.06,,,5.7,,7.1,,,,,10,,,
Kohsoom,24-Nov-07,87.2,,,,,,0.005,,,,6,,,,,0.006,0.013,,,0.005,4.5,,0.008,32.4,,,1.5,,,,413,0.09,83.2,,,,,0.034,,0.005,,,14.6,,,,0.042,,,0.01,,,,,,0.005,,0.048,101.3,,0.06,0.21,0.029,,,,0.005,,,,,,,0.005,,,,21.9,237.9,134.1,,0.039,10.98,,,,2.43,0.012,,0.045,53.3,,0.06,,,3.8,,,,,,,5.6,,,
Kohsoom,22-Dec-07,90.1,,,,,,0.005,,,12,6.9,,,,25.67,0.005,0.005,,,0.005,4.9,,0.006,28.5,,,1.59,,,,422,0.07,84.8,,,,8.432,0.077,,0.005,,,15.4,,,,0.16,,0.025,0.012,0.05,,,0.289,,0.005,,0.039,110.9,,0.06,0.16,0.03,,,1.702,0.005,7.11,,7,,,,0.005,21.24,,,24.3,250.1,138.6,10,0.021,12.14,,,9.2,1.05,0.026,,0.012,46.2,,0.06,,,3.3,,5.626,,4.92,,,3.1,,,13
Kohsoom,26-Jan-08,87.8,,,,,,,,,,7.6,,,,,,,,,,5.1,,,34.7,,,3.89,,,,457,0.09,88,,,,,,,,,,16.7,,,,0.072,,,,0.08,,,,,,,0.045,106.1,,,0.2,,,,,,9.035,,0.13,,,,,,0.25,,26.8,274.5,145,,,13.69,,,0.017,2.74,,,,60.4,,,,,3.9,,,,,,,0.5,0.01,,0.9
Kohsoom,23-Feb-08,90.1,,0.0075,0.02,,0.0075,,,,,8.1,0.00964,,0.002,1,,,,0.0019,,5.8,,,30.6,17.2,2.16,2.68,,,0.004,432,0.08,81.6,,0.0035,1.4,1,,0.001,,,17.2,17.9,0.0075,0.005,0.002,0.054,0.003,0.034,0.04,0.11,0.001,,0.036,,0.025,0.1,0.125,107,0.03,,0.18,,0.001,0.44,0.57,,8.91,,0.79,0.002,,0.002,,6.4,0.25,,24.3,244,134.1,10,0.0055,11.38,,0.0045,0.14,1.68,0.025,0.025,,49.7,0.003,0.5,,,3.5,0.0253,1.1,,2.21,,,5.5,0.01,0.01,7.9
Kohsoom,23-Mar-08,87,,0.0075,0.02,,0.0075,,,,,7,0.0081,,,,,,,0.00136,,4.7,,,26.2,,,1.84,,,0.004,388,0.07,78.4,,0.0035,,,,0.001,,,,15.9,0.0075,0.005,0.00334,0.068,0.003,,0.04,0.07,0.00144,,,,0.025,0.1,0.069,103.2,,,0.16,,0.001,,,,7.667,,4.9,0.002,,0.002,,,0.25,,21.9,231.8,127.6,,0.05334,9.14,,0.0045,0.34,1.04,0.025,0.025,,42.8,0.003,0.5,,,3.1,0.001,,,,,,13,0.01,0.01,17
Kohsoom,26-May-08,88.6,,0.0075,0.02,,0.0075,,,,,6.4,0.01954,,,,,,,0.00622,,4.9,,,19.1,,,1.49,,,0.004,345,0.113,61.1,,0.0035,,,,0.001,,,,14.2,0.0075,0.005,0.002,0.056,0.003,,0.04,0.08,0.001,,,,0.025,0.1,0.113,82.1,,,0.371,,0.001,,,,,,0.175,0.002,,0.002,,,0.25,,27.2,219.6,147.8,,0.0055,8.6,,0.00838,0.022,1.88,0.025,0.025,,39.2,0.003,0.5,,,4.1,0.001,,,,,,16.5,0.01,0.01,1.609
Kohsoom,29-Jun-08,98.37,,0.0075,0.02,,0.0075,,,,,5.2,0.01742,,,,,,,0.00423,,3.5,,,15.4,,,0.73,,,0.004,292,0.091,60.2,,0.0035,,,,0.001,,,,11.7,0.0075,0.005,0.002,0.063,0.003,,0.04,0.06,0.001,,,,0.025,0.1,0.091,70.8,,,0.175,,0.001,,,,4.545,,0.13,0.002,,0.002,,,,,17.5,183,125.2,,0.0055,7.88,,0.00536,0.017,2.39,0.025,0.025,,26.8,0.003,0.5,,,3.8,0.001,,,,,,27.5,0.01,0.01,1.609
Kohsoom,27-Jul-08,92.95,,0.0075,0.02,,0.0075,,,,,7.2,0.005,,,,,,,0.0028,,5.15,,,23,,,1.545,,,0.004,355,0.146,76,,0.0035,,,,0.001,,,,13.8,0.0075,0.005,0.002,0.051,0.003,,0.04,0.08,0.001,,,,0.025,0.1,0.1018,63.8,,,0.4321,,0.001,1.1,,,7.019,,2.78,0.002,,0.002,,,0.25,,15.7,237.9,143.08,,0.0055,7.92,,0.0045,0.033,6.418,0.025,0.025,,40.8,0.003,0.5,,,5.9,0.001,,,,,,24,0.01,0.01,7.9
Kohsoom,31-Aug-08,82.86,,,0.02,,,,,,,6.7,,,,,,,,,,5.1,,,19.6,,,1.423,,,,346,0.218,74.8,,,,,,,,,,12.4,,,0.00552,0.046,,,0.04,0.09,0.001,,,,0.025,0.1,0.027,59,,,0.324,,,,,,1.965,,2.78,0.002,,0.002,,,0.25,,15,256.2,139.72,,0.0055,7.69,,,0.033,4.969,0.025,0.025,,34,,,,,4.4,,,,2.29,,,19.5,0.01,,7.9
Kohsoom,28-Sep-08,82.86,,0.0075,0.02,,0.0075,,,,,6.7,0.005,,,,,,,0.00416,,5.1,,,19.6,,,1.423,,,0.004,346,0.218,74.8,,0.0035,,,,0.001,,,,12.4,0.0075,0.005,0.002,0.046,0.003,,0.04,0.09,0.001,,,,0.025,0.1,0.027,59,,,0.324,,0.001,,,,4.179,,1.609,0.002,,0.002,,,0.25,,15,256.2,139.72,,0.0055,7.69,,0.0045,0.221,4.969,0.025,0.025,,34,0.003,,,,4.4,0.001,,,,,,19.5,,0.01,1.609
Kohsoom,26-Oct-08,95.9,,0.0075,0.02,,0.0075,,,,,4.8,0.005,,,,,,,0.00136,,3.6,,,25.7,,,0.935,,,0.004,336,0.289,70,,0.00408,,,,0.001,,,,11.7,0.0075,0.005,0.002,0.043,0.003,,0.04,0.11,0.001,,,,0.025,0.1,0.035,64.3,,,0.351,,0.001,,,,9.854,,1.609,0.002,,0.002,,,0.25,,14.2,225.7,131.04,,0.0055,8.98,,0.0045,0.542,4.145,0.025,0.025,,43,0.003,0.5,,,3.6,0.001,,,,,,17,0.01,0.01,1.609
Kohsoom,27-Nov-08,89.9,,0.0075,0.02,,0.0075,,,,,4.2,0.005,,,,,,,0.00136,,3.15,,,31.6,,,1.917,,,0.004,362,0.488,89.4,,0.004,,,,0.001,,,,10.7,0.0075,0.005,0.002,0.056,0.003,,0.04,0.09,0.001,,,,0.025,0.1,0.048,57.6,,,0.572,,0.001,,,,9.412,,1.3,0.002,,0.002,,,0.25,,15.7,292.8,161.84,,0.0055,9.42,,0.0045,0.79,3.453,0.025,0.025,,56,0.003,0.5,,,6.2,0.001,,,,,,11.5,0.01,0.01,5.42
Kohsoom,19-Dec-08,89.9,,,,,,,,,,5.28,,,,,,,,,,3.96,,,28.1,,,1.57,,,,392,0.208,80.8,,,,,,,,,,12.1,,,,0.078,,,,0.07,,,,,,0.1,0.055,68.5,,,0.286,,,,,,8.357,,27,,,,,,0.25,,18.9,262.3,157.36,,,10.58,,,2.2,3.74,,,,47.4,,,,,4.4,,,,,,,7,0.01,,79
Kohsoom,29-Jan-09,84.9,,,,,,,,,,4.8,,,,,,,,,,3.6,,,31.5,0,,1.961,,,,458,0.319,104,,,,,,,,,,11.3,,,,0.066,,,,0.09,,,,,,,0.111,76.8,,,0.367,,,,,,9.416,,1.7,,,,,,0.25,,21.4,298.9,195.16,,,10.24,,,1.1,4.239,,,,58,,,,,3.1,,,,,,,6,0.05,,33
Kohsoom,26-Feb-09,85.2,,,,,,,,,,4.7,,,,,,,,,,3.52,,,29.7,0,,1.08,,,,379,0.33,74.6,,,,,,,,,,9.6,,,,0.048,,,,0.118,,,,,,,0.035,55.4,,,0.414,,,,,,6.174,,17,,,,,,0.25,,19.8,268.4,150.64,,,10.41,,,2.6,4.89,,,,49.7,,,,,4.2,,,,2.91,,,5.5,0.05,,221
Kohsoom,19-Mar-09,,,0.0075,,,0.0075,,,,,,0.005,,,,,,,0.003,,,,,,,,,,,0.004,,,,,0.0035,,,,0.001,,,,,0.0075,0.005,,,0.003,,,,,,,,,,,,,,,,0.001,,,,6.395,,,,,,,,,,,,,,,,,0.0045,,,,,,,0.003,,,,,0.001,,,,,,,,0.01,
Kohsoom,29-Mar-09,83.1,,,0.001,,,,,,,5.86,,,,,,,,,,4.39,,,27.6,0,,2.62,,,,338,0.169,52.8,,,,,,,,,,11.6,,,0.002,0.074,,,0.001,0.097,0.001,,,,0.001,,0.039,70.6,,,0.288,,,,,,4.58,,130,0.002,,0.002,,,0.25,,21.2,189.1,123.76,,0.001,9.19,,,27,2.65,0.001,0.001,,46.1,,,,,4.5,,,,,,,9.5,0.05,,2400
Kohsoom,24-Apr-09,89.9,,,0.001,,,,,,,5.22,,,,,,,,,,4.04,,,33.2,0,,2.41,,,,387,0.138,68.3,,,,,,,,,,12.4,,,0.002,0.059,,,0.001,0.072,0.001,,,,0.001,,0.141,51.6,,,0.226,,,,,,6.502,,79,0.002,,0.002,,,0.25,,23.6,273.3,150.64,,0.001,8.25,,,0.33,3.15,0.001,0.001,,53.2,,,,,5.1,,,,,,,18,0.05,,1700
Kohsoom,28-May-09,98.2,,0.0075,0.001,,0.0075,,,,,6.44,0.005,,,,,,,0.003,,4.56,,,28.3,0,,2.31,,,0.004,341,0.123,58.5,,0.0035,,,,0.001,,,,14.3,0.0075,0.005,0.002,0.094,0.003,,0.001,0.107,0.001,,,,0.001,,0.005,62.7,,,0.214,,0.001,,,,7.908,,240,0.002,,0.002,,,0.25,,18.8,233,125.72,,0.001,8.1,,0.0045,33,4.46,0.001,0.001,,35.8,0.003,,,,4.8,0.001,,,,,,24,0.067,0.01,1400
Kohsoom,25-Jun-09,88.9,,0.0075,0.001,,0.0075,,,,,5.12,0.005,,,,,,,0.003,,3.84,,,23.2,0,,2.98,,,0.004,313,0.092,51,,0.0035,,,,0.001,,,,12,0.0075,0.005,0.002,0.074,0.003,,0.001,0.107,0.001,,,,0.001,,0.025,56.3,,,0.177,,0.001,,,,5.173,,7.9,0.002,,0.002,,,0.25,,16.7,194,110.32,,0.001,6.96,,0.0045,0.24,4.75,0.001,0.001,,33.4,0.003,,,,3.7,0.001,,,,,,27,0.05,0.01,1100
Kohsoom,30-Jul-09,81.4,,0.0075,0.001,,0.0075,,,,,6.04,0.005,,,,,,,0.003,,4.53,,,31.2,0,,1.86,,,0.004,349,0.071,66.9,1.83,0.0035,,,,0.001,,,,14.2,0.0075,0.005,0.002,0.066,0.003,,0.001,0.084,0.001,,,,0.001,,0.041,45.9,,,0.142,,0.001,,,,23.374,,34,0.002,,0.002,,,0.25,,20.6,234.2,129.64,,0.001,6.72,,0.0045,79,7.79,0.001,0.001,,44.6,0.003,,,,5.4,0.001,,,,,,24,0.058,0.01,170
Kohsoom,20-Aug-09,71.9,,0.0075,0.001,,0.0075,,,,,6.52,0.005,,,,,,,0.003,,4.89,,,21.9,0,,0.93,,,0.004,287,0.235,40.4,2.37,0.0035,,,,0.001,,,,16.2,0.0075,0.005,0.002,0.082,0.003,,0.001,0.065,0.001,,,,0.001,,0.02,41,,,0.313,,0.001,,,,3.707,,220,0.002,,0.002,,,0.391,,16.1,168.4,94.08,,0.001,6.88,,0.0045,130,4.99,0.001,,,35.1,0.003,,,,3.9,0.001,,,,,,20,0.05,0.01,3300
Kohsoom,21-Sep-09,79.2,,0.0075,0.001,,0.0075,,,,,4.9,0.005,,,,,,,0.003,,3.87,,,28.8,,,0.72,,,0.004,392,0.281,61,,0.0035,,,,0.001,,,,11.4,0.0075,0.005,0.002,0.065,0.003,,0.001,0.198,0.001,,,,0.001,,0.023,61.8,,,0.376,,0.001,,,,10.724,,,0.002,0.005,0.002,,,0.25,,19.9,254.9,,,0.001,7.25,,0.0045,,7.42,0.001,0.001,,44,0.003,,,,4.9,0.001,,,,,,20,0.05,0.01,
Kohsoom,29-Oct-09,66.3,,0.0075,0.001,,0.0075,,,,,4.83,0.005,,,,,,,0.003,,3.6,,,25.2,,,0.56,,,0.004,313,0.207,55.2,,0.0035,,,,0.001,,,,10.9,0.0075,0.005,0.002,0.084,0.003,,0.001,0.096,0.001,,,,0.001,,0.017,54.8,,,0.295,,0.001,,,,8.962,,22,0.002,0.005,0.002,,,0.25,,15.7,223.3,113.96,,0.001,6.99,,0.0045,1.4,3.751,0.001,0.001,,29.8,0.003,,,,3.3,0.001,,,,,,11.5,0.05,0.01,140
Kohsoom,26-Nov-09,78.5,,0.0075,0.001,,0.0075,,,,,4.19,0.005,,,,,,,0.003,,3.14,,,18.6,,,1.1,,,0.004,295,0.038,49.8,,0.0035,,,,0.001,,,,9.5,0.0075,0.005,0.002,0.052,0.003,,0.001,0.042,0.001,,,,0.001,,0.048,51.8,,,0.096,,0.001,,,,10.612,,13,0.002,0.005,0.002,,,0.609,,13.9,162.3,102.2,,0.001,9.36,,0.0045,0.79,1.51,0.001,0.001,,31.9,0.003,,,,1.6,0.001,,,,,,3.6,0.05,0.01,1300
Kohsoom,10-Dec-09,63.6,,,,,,,,,,4.38,,,0.0025,,,,,,,3.28,,,20.4,,,1.41,,,,339,0.231,62.6,,,,,,,,,,10.1,,,,0.094,,,,0.072,,,,,,,0.054,63.6,,,0.256,,,,,,9.768,,4.9,,,,,,,,20.9,231.8,136.36,5,,7.48,,,0.24,2.81,,,,33.3,,,,,3,,,,1.26,,0,7,0.05,,130
Kohsoom,28-Jan-10,70.78,,,,,,,,,,4.12,,,,4.3,,,,,,3.09,,,18.9,53,,2.164,,,,313,0.0422,60.8,,,,5,,,,,,9.2,,,,0.066,,0.225,0.003,0.098,,,0.164,,,,0.0526,71.3,,,0.098,,,2.6,,,10.019,,2.4,,,,,2,0.025,,23.5,203.7,140,13.4,0.003,8.99,,,0.79,2.438,,,,37.95,,,,,2.6,,2.3,,,,,4,0.05,,13
Kohsoom,18-Feb-10,69.2,,,,,,,,,,5.05,,,,4.2,,,,,,3.78,,,26.7,32,,1.24,,,,302,0.0538,61.8,,,,5.6,,,,,,10.2,,,,0.085,,0.328,0.003,0.076,,,0.126,,,,0.067,56.9,,,0.113,,,2.1,,,9.073,,172,,,,,6.5,0.025,,18.7,217.8,130.2,24.6,0.003,9.15,,,130,3.174,,,,45.5,,,,,3.3,,4.3,,,,,2.5,0.05,,1300
Kohsoom,24-Mar-10,59.3,,,,,,,,,,5.6,,,,7.8,,,,,,4.2,,,30.4,42.5,,2.76,,,,349,0.398,51.6,,,,10.1,,,,,,11.1,,,,0.068,,0.46,0.003,0.113,,,0.197,,,,0.026,48.4,,,0.446,,,1.12,,,4.382,,1.3,,,,,19.1,0.025,,16.8,200.1,111.44,13.3,0.003,6.18,,,0.49,3.43,,,,36.2,,,,,3.7,,2.3,,,,,12,0.05,,4.9
Kohsoom,21-Apr-10,54.1,,,,,,,,,,3.35,,,,9.1,,,,,,2.51,,,22.3,23,,1.783,,,,284,0.0307,49.8,,,,7.3,,,,,,7.4,,,,0.05,,0.175,0.003,0.097,,,0.209,,,,0.0202,47.2,,,0.113,,,2.5,,,2.741,,3.3,,,,,17.2,0.025,,13.1,156.2,100.24,28.8,0.003,5.07,,,3.4,1.926,,,,35.5,,,,,3.2,,10.2,,,,,17,0.05,,130
Kohsoom,26-May-10,65,,,,,,,,,,6.2,,,,4.3,,,,,,4.65,,,25.9,25,,0.51,,,,298,0.024,51.2,,,,7,,,,,,12.5,,,,0.077,,0.395,0.003,0.084,,,0.225,,,,0.028,49.1,,,0.065,,,2,,,6.084,,7.9,,,,,10,,,14.4,192.8,105.28,37.5,0.003,5.86,,,1.3,3.39,,,,33.3,,,,,4.5,,3.7,,,,,19.5,0.05,,17
Kohsoom,23-Jun-10,70.6,,,,,,,,,,7.04,,,,6.5,,,,,,5.2,,,21.2,30,,0.76,,,,289,0.014,49,,,,7.9,,,,,,13.6,,,,0.094,,0.42,0.003,0.104,,,0.181,,,,0.023,46.6,,,0.042,,,2.6,,,10.224,,790,,,,,14.8,0.025,,11,175.7,94.36,56,0.003,5.64,,,33,5.58,,,,27.6,,,,,3.3,,2.6,,,,,26,0.05,,1300
Kohsoom,28-Jul-10,67.2,,,,,,,,,,5.88,,,,3.9,,,,,,4.2,,,22.8,29,,1.78,,,,436,0.257,49.8,2.1,,,5.4,,,,,,11.7,,,,0.058,,0.431,0.003,0.065,,,0.212,,,,0.133,35.7,,,0.346,,,2.79,,,7.323,,24,,,,,6.2,0.025,,12.1,180.6,98,20.3,0.003,5.37,,,13,2.99,,,,30.5,,,,,3.7,,2.7,,,,,26,0.05,,790
Kohsoom,26-Aug-10,63.8,,,,,,,,,,6.46,,,,3.9,,,,,,4.8,,,20.7,31.5,,1.35,,,,259,0.018,49.8,,,,6.4,,,,,,13.2,,,,0.082,,0.287,0.003,0.113,,,0.222,,,,0.0368,43.9,,,0.066,,,5,,,8.572,,9,,,,,12.5,0.025,,12.5,169.6,98.84,25.2,0.003,5.1,,,2.2,2.64,,,,29.1,,,,,4.1,,3.8,,1.52,,,26,0.05,,49
Kohsoom,29-Sep-10,97,,,,,,,,,,4.7,,,,5.8,,,,,,3.14,,,24.6,30.5,,1.79,,,,277,0.041,53.6,2.31,,,6.2,,,,,,10.6,,,,0.07,,0.387,0.003,0.097,,,0.109,,,,0.057,47.8,,,0.078,,,2.8,,,6.86,,240,,,,,12.6,0.025,,17.9,198.9,116.76,32.4,0.003,9.48,,,3.3,2.31,,,,34.7,,,,,3.3,,8.6,,,,,14,0.05,,490
Kohsoom,20-Oct-10,50.8,,,,,,,,,,7.61,,,,5.2,,,,,,4.9,,,24.6,31,,1.43,,,,301,0.058,64.4,,,,6.7,,,,,,12.9,,,,0.097,,0.283,0.003,0.108,,,0.246,,,,0.041,53.8,,,0.122,,,2.6,,,6.978,,240,,,,,15.8,0.025,,13.3,213.5,123.48,14.7,0.003,4.96,,,13,4.43,,,,39.7,,,,,4.2,,4,,,,,15,0.05,,13000
Kohsoom,24-Nov-10,79.8,,,,,,,,,,5.38,,,,4.2,,,,,,4,,,28.6,31.2,,1.66,,,,313,0.034,61.8,,,,4.6,,,,,,13.29,,,,0.074,,0.32,,0.087,,,0.134,,,,0.038,58.5,,,0.097,,,2.3,,,6.963,,,,,,,8.8,0.025,,14.1,214.7,119.28,23.8,,10.85,,,,5.11,,,,41.1,,,,,4.6,,6.8,,,,,1.5,0.05,,
Kohsoom,15-Dec-10,59.1,,,,,,,,,,4.98,,,,3.7,,,,,,3.7,,,30.6,36.4,,10.7,,,,301,0.04,63,,,,3.5,,,,,,11.4,,,,0.069,,0.41,,0.066,,,0.192,,,,0.119,74.9,,,0.085,,,2.6,,,9.155,,3.3,,,,,7.3,0.025,,17.8,209.8,129.64,19.4,,7.04,,,4.9,4.01,,,,39,,,,,5,,4.5,,2.36,,,6.5,0.05,,1100
Kohsoom,26-Jan-11,75.6,,,,,,,,,,4.92,,,,8.59,,,,,,3.7,,,36.3,,,1.87,,,,352,0.054,74.4,,,,32.32,,,,,,8.26,,,,0.1,,0.22,,0,,,1.53,,,,0.077,48.9,,,0.096,,,2.7,0.18,,,,79,,,,,32.47,,,15.1,259,4.96,24.9,,10.24,,,1.3,3.59,,,,49,,,,,4.7,,7.21,,,,,1.6,0,,330
Kohsoom,25-Feb-11,75.8,,,,,,,,,,3.84,,,,4.293,,,,,,3.5,,,35.9,,,1.98,,,,323,0.03,4,,,,68.13,,,,,,7.62,,,,0,,0.359,,0.049,,,0.742,,,,0.05,,,,0.07,,,2,1.94,,,,79,,,,,138.07,,,67.2,240.3,4.48,915.02,,9.51,,,4.9,3.08,,,,37.9,,,,,,,5.153,,,,,2,0,,700
Kohsoom,30-Mar-11,62,,,,,,,,,,4.86,,,,4.1,,,,,,3.6,,,31.6,,,2.03,,,,331,0.057,4.7,,,,5.2,,,,,,9,,,,0,,0.2,,0,,,0.41,,,,0.066,,,,0.06,,,2.1,0.192,,,,7.9,,,,,10.4,,,69.4,232.4,4.68,21.7,,7.2,,,0.22,4.14,,,,40.1,,,,,,,1.2,,,,,7.5,0,,790
Kohsoom,27-Apr-11,66.3,,,,,,,,,,4.35,,,,10.2,,,,,,3.26,,,39.4,,,1.92,,,,300,0.041,5.1,2.11,,,25,,,,,,9.5,,,,0,,0.312,,0,,,0.8,,,,0.047,,,,0.052,,,2.1,0.194,,,,790,,,,,47,,,69.4,215.9,3.71,48.2,,6.34,,,330,2.39,,,,41.5,,,,,,,4.7,,,,,16,0,,1100
Kohsoom,18-May-11,67.4,,,,,,,,,,5.48,,,,3.8,,,,,,4.11,,,33.6,,,2.244,,,,390,0.0915,4.1,,,,5.7,,,,,,11.3,,,,0,,0.283,,0,,,0.326,,,,0.066,,,,0.097,,,2.6,0.184,,,,790,,,,,5.4,,,77.72,236.6,5.09,12.1,,5.85,,,170,3.96,,,,43.47,,,,,,,2.1,,,,,24,0,,1300
Kohsoom,30-Jun-11,78.6,,,,,,,,,,3.9,,,,3.9,,,,,,2.8,,,5.7,,,2.12,,,,378,0.049,65.6,,,,4.8,,,,,,9.4,,,,0,,0.266,,0,,,0.15,,,,0.059,69.8,,,0.062,,,2.4,0.368,,,,79,,,,,6.5,,,13.77,217.2,4.46,12.2,,6.18,,,24,3.31,,,,50.8,,,,,4.1,,2.5,,,,,27,0,,490
Kohsoom,13-Jul-11,69.2,,,,,,,,,,4.48,,,,2.5,,,,,,3.4,,,28.8,,,1.098,,,,279,0.039,48.6,,,,5.9,,,,,,10.5,,,,0,,0.35,,0.033,,,0.585,,,,0.105,58.22,,,0.044,,,3.9,0.416,,,,13,,,,,15.4,,,12.24,181.2,3.46,19.7,,5.91,,,7.9,1.8715,,,,19.75,,,,,4.2,,1.86,,,,,22,0,,24
Kohsoom,31-Aug-11,66,,,,,,,,,,4.16,,,,2.87,,,,,,3.12,,,31.8,,,1.6829,,,,324,0.073,60.2,2.15,,,4.5,,,,,,9.6,,,,0,,0.556,,0.033,,,0.677,,,,0.092,68.4,,,0.102,,,3.4,0.404,,,,7.9,,,,,17.8,,,10.04,176,3.85,31.2,,5.53,,,0.9,2.49,,,,50.8,,,,,4.8,,2.75,,,,,23,0,,79
Kohsoom,28-Sep-11,80.9,,,,,,,,,,7.62,,,,3.4,,,,,,4.69,,,28.4,,,1.5069,,,,298,0.078,54.7,,,,3.8,,,,,,10.2,,,,0,,0.234,,0.037,,,0.68,,,,0.076,59.12,,,0.109,,,3.1,0.337,,,,49,,,,,21.2,,,12.3,169.4,3.81,29.6,,7.16,,,33,1.962,,,,36.1,,,,,3.9,,1.74,,,,,20,0,,2400
Kohsoom,26-Oct-11,73.1,,,,,,,,,,5.12,,,,3.2,,,,,,3.05,,,30.2,,,1.89,,,,312,0.109,52.4,2.37,,,4.9,,,,,,11.1,,,,0,,0.324,,0.048,,,0.832,,,,0.072,65.8,,,0.153,,,4.2,0.291,,,,79,,,,,18.6,,,15.1,177.5,3.88,22.5,,6.91,,,22,2.91,,,,33.6,,,,,4.4,,2.31,,,,,16.5,0,,1300
Kohsoom,23-Nov-11,69.3,,,,,,,,,,4.48,,,,4.6,,,,,,3.7,,,27.9,,,1.516,,,,290,0.087,50.4,,,,4.8,,,,,,9.8,,,,0,,0.278,,0.057,,,0.91,,,,0.052,53.84,,,0.122,,,,0.244,,,,13,,,,,22.4,,,13.9,182.4,3.68,15.4,,7.48,,,4.9,2.47,,,,27.96,,,,,3.4,,4,,,,,10.5,0,,240
Kohsoom,07-Dec-11,73,,,,,,,,,,4.73,,,,4,,,,,,3.54,,,24.2,,,1.6829,,,,293,0.089,53.3,,,,4,,,,,,10.2,,,,0,,0.34,,0.064,,,0.72,,,,0.0667,56.22,,,0.125,,,,0.286,,,,1.3,,,,,17.6,,,14.6,184.22,3.76,23.3,,7.97,,,0.79,2.766,,,,28.5,,,,,3.6,,3.2,,,,,9.5,0,,79
